
0,52
3600000000,85
7200000000,92
10800000000,95
14400000000,175
18000000000,336
21600000000,353
25200000000,390
28800000000,348
32400000000,426
36000000000,407
39600000000,446
43200000000,482
46800000000,554
50400000000,623
54000000000,559
57600000000,683
61200000000,607
64800000000,474
68400000000,670
72000000000,444
75600000000,536
79200000000,414
82800000000,373
86400000000,322
90000000000,266
93600000000,394
97200000000,247
100800000000,199
104400000000,131
108000000000,146
111600000000,-28
115200000000,-106
118800000000,-91
122400000000,-94
126000000000,-113
129600000000,-295
133200000000,-315
136800000000,-381
140400000000,-381
144000000000,-380
147600000000,-419
151200000000,-513
154800000000,-547
158400000000,-558
162000000000,-525
165600000000,-581
169200000000,-516
172800000000,-626
176400000000,-650
180000000000,-562
183600000000,-560
187200000000,-540
190800000000,-373
194400000000,-504
198000000000,-389
201600000000,-364
205200000000,-379
208800000000,-267
212400000000,-254
216000000000,-163
219600000000,-3
223200000000,-31
226800000000,-18
230400000000,101
234000000000,152
237600000000,137
241200000000,275
244800000000,242
248400000000,259
252000000000,403
255600000000,423
259200000000,498
262800000000,417
266400000000,489
270000000000,564
273600000000,531
277200000000,549
280800000000,526
284400000000,535
288000000000,479
291600000000,543
295200000000,504
298800000000,410
302400000000,485
306000000000,530
309600000000,412
313200000000,329
316800000000,267
320400000000,303
324000000000,167
327600000000,185
331200000000,56
334800000000,113
338400000000,-8
342000000000,-30
345600000000,-74
349200000000,-179
352800000000,-105
356400000000,-272
