3671, 0.0086, 0.0086, 0.6, 0.000915, 0.000163
7271, 0.1652, 0.3248, 2.1, 0.000909, 0.000161
10870, 0.3232, 0.6423, 4.4, 0.000907, 0.000159
14400, 0.4800, 0.9629, 7.5, 0.000906, 0.000159
18069, 0.3872, 0.0230, 8.1, 0.000906, 0.000156
21669, 0.3242, 0.0079, 8.6, 0.000906, 0.000154
25269, 0.2791, 0.0080, 9.2, 0.000906, 0.000153
28868, 0.2453, 0.0079, 9.7, 0.000906, 0.000151
32469, 0.2190, 0.0080, 10.3, 0.000905, 0.000150
36068, 0.1979, 0.0079, 10.8, 0.000905, 0.000149
39668, 0.1807, 0.0080, 11.3, 0.000905, 0.000149
43268, 0.1663, 0.0079, 11.8, 0.000905, 0.000147
46868, 0.1541, 0.0080, 12.4, 0.000905, 0.000147
50468, 0.1437, 0.0079, 12.9, 0.000905, 0.000146
54068, 0.1347, 0.0080, 13.4, 0.000905, 0.000146
57668, 0.1268, 0.0079, 13.9, 0.000905, 0.000145
61268, 0.1198, 0.0080, 14.4, 0.000905, 0.000144
64868, 0.1136, 0.0079, 15.0, 0.000905, 0.000144
68468, 0.1080, 0.0080, 15.5, 0.000905, 0.000145
72068, 0.1030, 0.0079, 16.1, 0.000905, 0.000145
75815, 0.1032, 0.1061, 17.0, 0.000905, 0.000146
79414, 0.1023, 0.0848, 17.8, 0.000906, 0.000147
83015, 0.1016, 0.0848, 18.7, 0.000906, 0.000148
86615, 0.1009, 0.0848, 19.5, 0.000907, 0.000149
90215, 0.1002, 0.0848, 20.3, 0.000907, 0.000149
93814, 0.0996, 0.0848, 21.1, 0.000907, 0.000150
97414, 0.0991, 0.0848, 21.9, 0.000907, 0.000150
101015, 0.0986, 0.0848, 22.7, 0.000907, 0.000150
104615, 0.0981, 0.0848, 23.5, 0.000907, 0.000150
108215, 0.0977, 0.0848, 24.2, 0.000907, 0.000150
111814, 0.0973, 0.0848, 25.0, 0.000906, 0.000150
