3665, 0.0086, 0.0086, 0.6, 0.000915, 0.000163
7265, 0.1653, 0.3249, 2.1, 0.000909, 0.000161
10865, 0.3234, 0.6423, 4.4, 0.000907, 0.000159
14400, 0.4804, 0.9629, 7.5, 0.000906, 0.000159
18065, 0.3874, 0.0220, 8.1, 0.000906, 0.000156
21665, 0.3243, 0.0079, 8.6, 0.000906, 0.000154
25265, 0.2792, 0.0080, 9.2, 0.000906, 0.000153
28865, 0.2454, 0.0079, 9.7, 0.000906, 0.000151
32465, 0.2191, 0.0080, 10.3, 0.000905, 0.000150
36065, 0.1980, 0.0079, 10.8, 0.000905, 0.000149
39665, 0.1808, 0.0080, 11.3, 0.000905, 0.000149
43265, 0.1664, 0.0079, 11.8, 0.000905, 0.000147
46865, 0.1542, 0.0080, 12.4, 0.000905, 0.000147
50465, 0.1438, 0.0079, 12.9, 0.000905, 0.000146
54065, 0.1347, 0.0080, 13.4, 0.000905, 0.000146
57665, 0.1268, 0.0079, 13.9, 0.000905, 0.000145
61265, 0.1198, 0.0080, 14.4, 0.000905, 0.000144
64865, 0.1136, 0.0079, 15.0, 0.000905, 0.000144
68465, 0.1081, 0.0080, 15.5, 0.000905, 0.000145
72065, 0.1031, 0.0079, 16.1, 0.000905, 0.000145
75665, 0.1145, 0.3442, 17.6, 0.000906, 0.000146
79265, 0.1132, 0.0848, 18.4, 0.000906, 0.000147
82865, 0.1120, 0.0848, 19.3, 0.000907, 0.000148
86465, 0.1108, 0.0848, 20.1, 0.000907, 0.000148
90065, 0.1098, 0.0848, 20.9, 0.000907, 0.000149
93665, 0.1088, 0.0848, 21.7, 0.000907, 0.000149
97265, 0.1079, 0.0848, 22.5, 0.000907, 0.000150
100865, 0.1071, 0.0848, 23.3, 0.000907, 0.000150
104465, 0.1063, 0.0848, 24.1, 0.000907, 0.000150
108065, 0.1056, 0.0848, 24.8, 0.000907, 0.000150
111665, 0.1049, 0.0848, 25.6, 0.000907, 0.000150
115265, 0.1043, 0.0848, 26.3, 0.000907, 0.000150
118865, 0.1037, 0.0848, 27.1, 0.000906, 0.000149
122465, 0.1032, 0.0848, 27.8, 0.000906, 0.000149
126065, 0.1026, 0.0848, 28.6, 0.000906, 0.000149
