3644, 0.0074, 0.0074, 0.6, 0.000915, 0.000163
7244, 0.1644, 0.3234, 2.1, 0.000909, 0.000161
10843, 0.3225, 0.6407, 4.3, 0.000907, 0.000159
14400, 0.4805, 0.9619, 7.5, 0.000906, 0.000159
18041, 0.3862, 0.0135, 8.0, 0.000906, 0.000156
21641, 0.3230, 0.0060, 8.6, 0.000906, 0.000154
25241, 0.2778, 0.0060, 9.1, 0.000906, 0.000153
28841, 0.2438, 0.0060, 9.7, 0.000906, 0.000151
32440, 0.2175, 0.0060, 10.2, 0.000906, 0.000150
36040, 0.1963, 0.0060, 10.7, 0.000906, 0.000149
39640, 0.1791, 0.0060, 11.3, 0.000905, 0.000149
43240, 0.1646, 0.0060, 11.8, 0.000905, 0.000147
46839, 0.1525, 0.0060, 12.3, 0.000905, 0.000147
50439, 0.1420, 0.0060, 12.8, 0.000905, 0.000146
54039, 0.1329, 0.0060, 13.3, 0.000905, 0.000146
57639, 0.1250, 0.0060, 13.8, 0.000905, 0.000145
61238, 0.1180, 0.0060, 14.3, 0.000905, 0.000144
64838, 0.1118, 0.0060, 14.9, 0.000905, 0.000144
68438, 0.1062, 0.0060, 15.4, 0.000905, 0.000145
72038, 0.1012, 0.0060, 16.0, 0.000905, 0.000145
75701, 0.1114, 0.3120, 17.5, 0.000906, 0.000146
79301, 0.1154, 0.1983, 18.6, 0.000907, 0.000147
82901, 0.1190, 0.1983, 19.7, 0.000908, 0.000147
86500, 0.1223, 0.1983, 20.9, 0.000908, 0.000148
90100, 0.1253, 0.1983, 22.0, 0.000909, 0.000149
93700, 0.1281, 0.1983, 23.1, 0.000909, 0.000149
97300, 0.1307, 0.1983, 24.2, 0.000909, 0.000149
100899, 0.1331, 0.1983, 25.3, 0.000909, 0.000149
104499, 0.1354, 0.1983, 26.4, 0.000908, 0.000149
108099, 0.1375, 0.1983, 27.4, 0.000908, 0.000149
111699, 0.1394, 0.1983, 28.5, 0.000907, 0.000149
115298, 0.1413, 0.1983, 29.5, 0.000907, 0.000149
118898, 0.1430, 0.1983, 30.6, 0.000906, 0.000149
122498, 0.1446, 0.1983, 31.7, 0.000906, 0.000149
126098, 0.1461, 0.1983, 32.7, 0.000906, 0.000149
129698, 0.1476, 0.1983, 33.8, 0.000905, 0.000149
133297, 0.1490, 0.1983, 34.8, 0.000905, 0.000148
136897, 0.1503, 0.1983, 35.8, 0.000904, 0.000148
140497, 0.1515, 0.1983, 36.8, 0.000904, 0.000148
144097, 0.1527, 0.1983, 37.9, 0.000903, 0.000148
147697, 0.1538, 0.1983, 38.9, 0.000903, 0.000147
151297, 0.1548, 0.1983, 40.0, 0.000902, 0.000147
154896, 0.1558, 0.1983, 41.0, 0.000902, 0.000147
158496, 0.1568, 0.1983, 42.2, 0.000903, 0.000148
162096, 0.1577, 0.1983, 43.3, 0.000903, 0.000148
165695, 0.1586, 0.1983, 44.4, 0.000903, 0.000148
169295, 0.1594, 0.1983, 45.5, 0.000904, 0.000149
172895, 0.1603, 0.1983, 46.7, 0.000904, 0.000149
176495, 0.1610, 0.1983, 47.8, 0.000904, 0.000149
180094, 0.1618, 0.1983, 48.9, 0.000904, 0.000149
183694, 0.1625, 0.1983, 50.0, 0.000905, 0.000149
187294, 0.1632, 0.1983, 51.1, 0.000905, 0.000150
190893, 0.1638, 0.1983, 52.2, 0.000905, 0.000150
194493, 0.1645, 0.1983, 53.3, 0.000905, 0.000150
198093, 0.1651, 0.1983, 54.3, 0.000904, 0.000150
201693, 0.1657, 0.1983, 55.4, 0.000904, 0.000150
205293, 0.1663, 0.1983, 56.5, 0.000904, 0.000150
208892, 0.1668, 0.1983, 57.5, 0.000904, 0.000150
212492, 0.1673, 0.1983, 58.6, 0.000904, 0.000150
216092, 0.1679, 0.1983, 59.7, 0.000904, 0.000149
219692, 0.1684, 0.1983, 60.7, 0.000904, 0.000149
