data/KY_Bowling_Green_21_NN-2005 34.6
data/IN_Bedford_5_WN-2011 35.4
data/NC_Asheville_13_-2007 33.7
data/KS_Manhattan_6_SS-2006 41.6
data/KY_Versailles_3_NN-2011 35.4
data/IL_Shabbona_5_NN-2011 34.4
data/ME_Old_Town_2_-2006 32.7
data/KY_Versailles_3_NN-2005 36.0
data/ME_Limestone_4_NN-2010 32.1
data/IL_Champaign_9_S-2011 36.2
data/NC_Asheville_13_-2008 33.5
data/MT_Dillon_18_WS-2011 31.4
data/KY_Bowling_Green_21_NN-2006 34.8
data/MO_Salem_10_-2011 39.8
data/KS_Oakley_19_SS-2006 39.4
data/IL_Champaign_9_S-2012 37.1
data/KY_Bowling_Green_21_NN-2011 36.8
data/KY_Versailles_3_NN-2009 31.3
data/NC_Asheville_13_-2010 32.9
data/KY_Versailles_3_NN-2012 38.2
data/IL_Shabbona_5_NN-2012 36.5
data/IN_Bedford_5_WN-2012 39.0
data/MO_Chillicothe_22_EN-2011 36.0
data/MO_Chillicothe_22_EN-2012 39.6
data/MI_Chatham_1_S-2010 31.2
data/MO_Joplin_24_-2009 34.8
data/MI_Gaylord_9_SS-2012 31.6
data/KS_Oakley_19_SS-2010 39.7
data/KY_Bowling_Green_21_NN-2008 33.5
data/MO_Salem_10_-2009 33.4
data/MO_Salem_10_-2012 40.0
data/KS_Oakley_19_SS-2009 39.8
data/MO_Joplin_24_-2011 42.3
data/MT_Dillon_18_WS-2010 31.6
data/KS_Oakley_19_SS-2008 41.6
data/KS_Oakley_19_SS-2012 43.8
data/LA_Monroe_26_-2010 38.7
data/MS_Holly_Springs_4_-2009 34.3
data/IL_Champaign_9_S-2005 33.7
data/MT_Dillon_18_WS-2012 32.5
data/MI_Gaylord_9_SS-2009 32.5
data/NC_Asheville_13_-2004 30.6
data/MO_Chillicothe_22_EN-2009 34.2
data/IN_Bedford_5_WN-2009 31.5
data/ME_Old_Town_2_-2012 32.2
data/KY_Bowling_Green_21_NN-2007 39.1
data/MS_Holly_Springs_4_-2011 39.4
data/MO_Joplin_24_-2008 36.1
data/IL_Champaign_9_S-2004 31.7
data/KS_Manhattan_6_SS-2005 38.0
data/MI_Chatham_1_S-2009 29.1
data/MI_Gaylord_9_SS-2010 31.0
data/MS_Holly_Springs_4_-2010 36.9
data/KS_Manhattan_6_SS-2008 38.8
data/ME_Old_Town_2_-2009 32.5
data/KY_Bowling_Green_21_NN-2012 39.4
data/MI_Chatham_1_S-2011 32.2
data/LA_Monroe_26_-2009 37.9
data/KS_Manhattan_6_SS-2009 35.9
data/MO_Joplin_24_-2012 41.5
data/ME_Limestone_4_NN-2006 29.5
data/KY_Bowling_Green_21_NN-2009 31.6
data/MO_Joplin_24_-2010 38.3
data/IL_Champaign_9_S-2009 32.4
data/KS_Oakley_19_SS-2011 41.5
data/MO_Salem_10_-2008 34.7
data/LA_Monroe_26_-2005 38.5
data/KY_Versailles_3_NN-2004 30.6
data/IN_Bedford_5_WN-2008 31.9
data/MS_Newton_5_EN-2005 35.2
data/MO_Salem_10_-2010 37.6
data/ME_Old_Town_2_-2011 33.7
data/KS_Manhattan_6_SS-2012 41.0
data/LA_Monroe_26_-2011 41.2
data/ME_Old_Town_2_-2005 33.7
data/IL_Shabbona_5_NN-2004 31.3
data/IL_Shabbona_5_NN-2005 35.5
data/LA_Monroe_26_-2007 38.1
data/IL_Shabbona_5_NN-2009 33.4
data/MS_Newton_5_EN-2007 38.0
data/MT_Wolf_Point_34_N-2006 35.2
data/KS_Manhattan_6_SS-2010 39.9
data/IL_Champaign_9_S-2008 31.7
data/ME_Old_Town_2_-2004 31.9
data/MI_Gaylord_9_SS-2011 32.9
data/MS_Newton_5_EN-2011 36.1
data/MT_Dillon_18_WS-2008 32.5
data/MS_Newton_5_EN-2009 36.0
data/ME_Old_Town_2_-2008 31.1
data/KY_Versailles_3_NN-2010 34.8
data/MT_Dillon_18_WS-2009 32.5
data/MT_Wolf_Point_34_N-2005 36.2
data/LA_Monroe_26_-2008 39.6
data/MS_Newton_5_EN-2006 36.1
data/KY_Bowling_Green_21_NN-2010 35.6
data/KS_Manhattan_6_SS-2004 36.5
data/LA_Monroe_26_-2006 38.5
data/MS_Newton_5_EN-2008 35.7
data/MN_Sandstone_6_-2012 33.8
data/MS_Holly_Springs_4_-2012 37.6
data/MT_Wolf_Point_29_EN-2006 38.2
data/IN_Bedford_5_WN-2010 35.2
data/LA_Lafayette_13_S-2010 37.0
data/MO_Chillicothe_22_EN-2008 33.5
data/MI_Chatham_1_S-2005 33.1
data/MI_Chatham_1_S-2007 33.7
data/GA_Newton_8_-2011 38.0
data/GA_Brunswick_23_-2010 36.7
data/IL_Champaign_9_S-2007 34.1
data/MO_Chillicothe_22_EN-2007 37.6
data/ME_Old_Town_2_-2007 32.0
data/MS_Newton_5_EN-2004 33.8
data/GA_Newton_8_-2007 37.3
data/MT_Wolf_Point_29_EN-2005 38.5
data/NV_Baker_5_-2005 34.7
data/NV_Denio_52_WS-2010 31.0
data/NV_Denio_52_WS-2011 28.8
data/NM_Socorro_17_WS-2012 22.6
data/NM_Los_Alamos_13_-2006 26.7
data/NV_Denio_52_WS-2009 32.2
data/NM_Los_Alamos_13_-2005 27.3
data/NM_Socorro_17_WS-2011 23.5
data/NV_Denio_52_WS-2012 31.1
data/NY_Ithaca_13_-2006 31.3
data/NM_Los_Alamos_13_-2009 24.8
data/NH_Durham_2_-2006 34.6
data/NV_Baker_5_-2010 32.9
data/NV_Baker_5_-2006 34.3
data/NV_Baker_5_-2011 32.2
data/NH_Durham_2_-2012 34.1
data/NH_Durham_2_SS-2012 33.8
data/NC_Asheville_8_SS-2006 30.3
data/NV_Mercury_3_SS-2010 41.2
data/NY_Ithaca_13_-2012 33.0
data/NH_Durham_2_SS-2010 35.4
data/NM_Los_Alamos_13_-2011 26.8
data/NE_Lincoln_11_S-2006 40.6
data/NM_Santa_Fe_20_WN-2011 32.3
data/NM_Raton_26_ES-2011 32.9
data/NC_Asheville_8_SS-2005 31.9
data/NM_Reserve_1_-2010 36.1
data/NM_Los_Alamos_13_-2007 26.9
data/NM_Los_Alamos_13_-2008 25.0
data/NV_Mercury_3_SS-2011 40.8
data/NE_Whitman_5_EN-2006 41.2
data/NV_Baker_5_-2008 33.2
data/NV_Baker_5_-2009 33.0
data/NC_Asheville_8_SS-2011 32.5
data/NM_Mountainair_2_WS-2012 33.8
data/NM_Socorro_20_-2005 38.1
data/NM_Las_Vegas_6_N-2012 33.8
data/NV_Baker_5_-2012 35.1
data/NM_Raton_26_ES-2012 32.6
data/NE_Lincoln_8_EN-2006 39.7
data/NC_Asheville_8_SS-2007 32.8
data/NE_Harrison_20_SS-2004 36.6
data/NM_Santa_Fe_20_WN-2012 32.9
data/NM_Socorro_20_-2010 39.6
data/NM_Los_Alamos_13_-2010 26.3
data/NH_Durham_2_SS-2008 33.3
data/NH_Durham_2_-2009 32.9
data/NV_Mercury_3_SS-2005 42.8
data/NH_Durham_2_SS-2009 33.4
data/NV_Mercury_3_SS-2006 41.5
data/NM_Socorro_20_-2004 36.7
data/NV_Mercury_3_SS-2009 40.8
data/NC_Asheville_8_SS-2012 36.4
data/NH_Durham_2_-2008 32.7
data/NE_Whitman_5_EN-2005 38.8
data/NH_Durham_2_-2005 33.1
data/NC_Asheville_8_SS-2008 32.9
data/NC_Asheville_13_-2012 35.6
data/NC_Durham_11_-2009 35.0
data/NM_Clovis_7_-2010 37.2
data/NM_Clayton_3_EN-2012 38.3
data/NE_Harrison_20_SS-2005 38.8
data/NH_Durham_2_-2004 32.6
data/NH_Durham_2_-2011 36.4
data/NM_Los_Alamos_13_-2012 27.7
data/NY_Ithaca_13_-2011 36.7
data/NM_Carrizozo_1_-2010 38.0
data/NM_Nageezi_18_SS-2011 33.7
data/NH_Durham_2_SS-2005 33.3
data/OR_Corvallis_10_SS-2008 36.4
data/OR_Corvallis_10_SS-2010 36.4
data/OR_Corvallis_10_SS-2011 34.0
data/OR_Corvallis_10_SS-2012 36.7
data/OR_Corvallis_10_SS-2007 37.4
data/OR_Coos_Bay_8_S-2011 24.3
data/OR_Corvallis_10_SS-2009 39.7
data/OR_Coos_Bay_8_S-2012 21.4
data/OR_Coos_Bay_8_S-2010 22.9
data/OR_Coos_Bay_8_S-2009 34.1
data/OR_John_Day_35_WN-2010 38.9
data/OR_John_Day_35_WN-2011 37.2
data/OR_John_Day_35_WN-2006 41.5
data/OR_Riley_10_WS-2010 34.9
data/OR_John_Day_35_WN-2008 40.5
data/OR_John_Day_35_WN-2005 41.0
data/OR_John_Day_35_WN-2012 38.9
data/OR_John_Day_35_WN-2007 43.2
data/OR_Riley_10_WS-2005 35.9
data/OR_John_Day_35_WN-2009 41.1
data/OR_Riley_10_WS-2011 33.5
data/OR_Riley_10_WS-2006 37.2
data/OR_Riley_10_WS-2004 34.7
data/RI_Kingston_1_N-2012 33.8
data/RI_Kingston_1_-2012 33.9
data/OR_Riley_10_WS-2012 35.5
data/RI_Kingston_1_N-2006 34.6
