3647, 0.0074, 0.0074, 0.6, 0.000915, 0.000163
7246, 0.1644, 0.3234, 2.1, 0.000909, 0.000161
10846, 0.3225, 0.6407, 4.3, 0.000907, 0.000159
14400, 0.4803, 0.9619, 7.5, 0.000906, 0.000159
18044, 0.3862, 0.0142, 8.0, 0.000906, 0.000156
21643, 0.3229, 0.0060, 8.6, 0.000906, 0.000154
25243, 0.2777, 0.0060, 9.1, 0.000906, 0.000153
28843, 0.2438, 0.0060, 9.7, 0.000906, 0.000151
32443, 0.2174, 0.0060, 10.2, 0.000906, 0.000150
36042, 0.1963, 0.0060, 10.7, 0.000906, 0.000149
39642, 0.1790, 0.0060, 11.3, 0.000905, 0.000149
43242, 0.1646, 0.0060, 11.8, 0.000905, 0.000147
46842, 0.1524, 0.0060, 12.3, 0.000905, 0.000147
50441, 0.1420, 0.0060, 12.8, 0.000905, 0.000146
54041, 0.1329, 0.0060, 13.3, 0.000905, 0.000146
57641, 0.1250, 0.0060, 13.8, 0.000905, 0.000145
61241, 0.1180, 0.0060, 14.3, 0.000905, 0.000144
64840, 0.1118, 0.0060, 14.9, 0.000905, 0.000144
68440, 0.1062, 0.0060, 15.4, 0.000905, 0.000145
72040, 0.1012, 0.0060, 16.0, 0.000905, 0.000145
75702, 0.1105, 0.2926, 17.4, 0.000906, 0.000146
79301, 0.1145, 0.1983, 18.5, 0.000907, 0.000147
82901, 0.1181, 0.1983, 19.7, 0.000908, 0.000147
86501, 0.1214, 0.1983, 20.8, 0.000908, 0.000148
90100, 0.1245, 0.1983, 21.9, 0.000909, 0.000149
93700, 0.1274, 0.1983, 23.0, 0.000909, 0.000149
97300, 0.1300, 0.1983, 24.1, 0.000909, 0.000149
100899, 0.1324, 0.1983, 25.2, 0.000909, 0.000149
104499, 0.1347, 0.1983, 26.3, 0.000908, 0.000149
108099, 0.1368, 0.1983, 27.4, 0.000908, 0.000149
111699, 0.1388, 0.1983, 28.4, 0.000907, 0.000149
115299, 0.1406, 0.1983, 29.5, 0.000907, 0.000149
118899, 0.1424, 0.1983, 30.5, 0.000906, 0.000149
122498, 0.1440, 0.1983, 31.6, 0.000906, 0.000149
126098, 0.1456, 0.1983, 32.7, 0.000906, 0.000149
129698, 0.1470, 0.1983, 33.7, 0.000905, 0.000149
133298, 0.1484, 0.1983, 34.7, 0.000905, 0.000148
136898, 0.1497, 0.1983, 35.8, 0.000904, 0.000148
140497, 0.1510, 0.1983, 36.8, 0.000904, 0.000148
144097, 0.1522, 0.1983, 37.8, 0.000903, 0.000148
147697, 0.1533, 0.1983, 38.9, 0.000903, 0.000147
151297, 0.1544, 0.1983, 39.9, 0.000902, 0.000147
154897, 0.1554, 0.1983, 41.0, 0.000902, 0.000147
158496, 0.1563, 0.1983, 42.1, 0.000903, 0.000148
162096, 0.1573, 0.1983, 43.2, 0.000903, 0.000148
165696, 0.1582, 0.1983, 44.3, 0.000903, 0.000148
169295, 0.1590, 0.1983, 45.5, 0.000904, 0.000149
172895, 0.1598, 0.1983, 46.6, 0.000904, 0.000149
176495, 0.1606, 0.1983, 47.7, 0.000904, 0.000149
180094, 0.1614, 0.1983, 48.8, 0.000904, 0.000149
183694, 0.1621, 0.1983, 49.9, 0.000904, 0.000149
187294, 0.1628, 0.1983, 51.0, 0.000905, 0.000150
190893, 0.1635, 0.1983, 52.1, 0.000905, 0.000150
194493, 0.1641, 0.1983, 53.2, 0.000904, 0.000150
198093, 0.1647, 0.1983, 54.3, 0.000904, 0.000150
201693, 0.1653, 0.1983, 55.3, 0.000904, 0.000150
205293, 0.1659, 0.1983, 56.4, 0.000904, 0.000150
